,count,prob
cell_84,1.0,0.9330329915368074
cell_85,1.0,0.9330329915368074
cell_86,1.0,0.9330329915368074
cell_87,1.0,0.9330329915368074
cell_88,1.0,0.9330329915368074
cell_89,1.0,0.9330329915368074
cell_90,1.0,0.9330329915368074
cell_91,1.0,0.9330329915368074
cell_92,1.0,0.9330329915368074
cell_93,1.0,0.9330329915368074
cell_94,2.0,0.8705505632961241
cell_95,1.0,0.9330329915368074
cell_96,1.0,0.9330329915368074
cell_97,1.0,0.9330329915368074
cell_98,2.0,0.8705505632961241
cell_99,1.0,0.9330329915368074
cell_100,1.0,0.9330329915368074
cell_101,1.0,0.9330329915368074
cell_102,1.0,0.9330329915368074
cell_103,2.0,0.8705505632961241
cell_104,1.0,0.9330329915368074
cell_105,1.0,0.9330329915368074
cell_106,1.0,0.9330329915368074
cell_107,1.0,0.9330329915368074
cell_108,1.0,0.9330329915368074
cell_109,1.0,0.9330329915368074
cell_110,1.0,0.9330329915368074
cell_111,1.0,0.9330329915368074
cell_112,1.0,0.9330329915368074
cell_113,1.0,0.9330329915368074
cell_114,1.0,0.9330329915368074
cell_115,1.0,0.9330329915368074
cell_116,1.0,0.9330329915368074
cell_117,2.0,0.8705505632961241
cell_118,1.0,0.9330329915368074
cell_119,1.0,0.9330329915368074
cell_120,1.0,0.9330329915368074
cell_121,1.0,0.9330329915368074
cell_122,2.0,0.8705505632961241
cell_123,1.0,0.9330329915368074
cell_124,1.0,0.9330329915368074
cell_125,1.0,0.9330329915368074
cell_126,1.0,0.9330329915368074
cell_127,2.0,0.8705505632961241
cell_128,1.0,0.9330329915368074
cell_129,0.0,1.0
cell_130,2.0,0.8705505632961241
cell_131,1.0,0.9330329915368074
cell_132,1.0,0.9330329915368074
cell_133,1.0,0.9330329915368074
cell_134,2.0,0.8705505632961241
cell_135,1.0,0.9330329915368074
cell_136,1.0,0.9330329915368074
cell_137,1.0,0.9330329915368074
cell_138,1.0,0.9330329915368074
cell_139,1.0,0.9330329915368074
cell_140,1.0,0.9330329915368074
cell_141,2.0,0.8705505632961241
cell_142,1.0,0.9330329915368074
cell_143,1.0,0.9330329915368074
cell_144,1.0,0.9330329915368074
cell_145,2.0,0.8705505632961241
cell_146,1.0,0.9330329915368074
cell_147,1.0,0.9330329915368074
cell_148,1.0,0.9330329915368074
cell_149,1.0,0.9330329915368074
cell_150,1.0,0.9330329915368074
cell_151,1.0,0.9330329915368074
cell_152,2.0,0.8705505632961241
cell_153,1.0,0.9330329915368074
cell_154,1.0,0.9330329915368074
cell_155,1.0,0.9330329915368074
cell_156,1.0,0.9330329915368074
cell_157,2.0,0.8705505632961241
cell_158,1.0,0.9330329915368074
cell_159,2.0,0.8705505632961241
cell_160,1.0,0.9330329915368074
cell_161,1.0,0.9330329915368074
cell_162,1.0,0.9330329915368074
cell_163,1.0,0.9330329915368074
cell_164,2.0,0.8705505632961241
cell_165,1.0,0.9330329915368074
cell_166,1.0,0.9330329915368074
cell_167,1.0,0.9330329915368074
cell_168,1.0,0.9330329915368074
cell_169,2.0,0.8705505632961241
cell_170,2.0,0.8705505632961241
cell_171,1.0,0.9330329915368074
cell_172,1.0,0.9330329915368074
cell_173,1.0,0.9330329915368074
cell_174,1.0,0.9330329915368074
cell_175,1.0,0.9330329915368074
cell_176,2.0,0.8705505632961241
cell_177,1.0,0.9330329915368074
cell_178,1.0,0.9330329915368074
cell_179,1.0,0.9330329915368074
cell_180,1.0,0.9330329915368074
cell_181,2.0,0.8705505632961241
cell_182,1.0,0.9330329915368074
cell_183,1.0,0.9330329915368074
cell_184,1.0,0.9330329915368074
cell_185,1.0,0.9330329915368074
cell_186,2.0,0.8705505632961241
cell_187,1.0,0.9330329915368074
cell_188,1.0,0.9330329915368074
cell_189,1.0,0.9330329915368074
cell_190,1.0,0.9330329915368074
cell_191,1.0,0.9330329915368074
cell_192,1.0,0.9330329915368074
cell_193,2.0,0.8705505632961241
cell_194,1.0,0.9330329915368074
cell_195,1.0,0.9330329915368074
cell_196,1.0,0.9330329915368074
cell_197,1.0,0.9330329915368074
cell_198,2.0,0.8705505632961241
cell_199,1.0,0.9330329915368074
cell_200,1.0,0.9330329915368074
cell_201,2.0,0.8705505632961241
cell_202,1.0,0.9330329915368074
cell_203,1.0,0.9330329915368074
cell_204,2.0,0.8705505632961241
cell_205,1.0,0.9330329915368074
cell_206,2.0,0.8705505632961241
cell_207,2.0,0.8705505632961241
cell_208,1.0,0.9330329915368074
cell_209,1.0,0.9330329915368074
cell_210,1.0,0.9330329915368074
cell_211,1.0,0.9330329915368074
cell_212,1.0,0.9330329915368074
cell_213,2.0,0.8705505632961241
cell_214,1.0,0.9330329915368074
cell_215,2.0,0.8705505632961241
cell_216,1.0,0.9330329915368074
cell_217,1.0,0.9330329915368074
cell_218,2.0,0.8705505632961241
cell_219,1.0,0.9330329915368074
cell_220,1.0,0.9330329915368074
cell_221,2.0,0.8705505632961241
cell_222,1.0,0.9330329915368074
cell_223,1.0,0.9330329915368074
cell_224,1.0,0.9330329915368074
cell_225,1.0,0.9330329915368074
cell_226,1.0,0.9330329915368074
cell_227,1.0,0.9330329915368074
cell_228,2.0,0.8705505632961241
cell_229,2.0,0.8705505632961241
cell_230,1.0,0.9330329915368074
cell_231,1.0,0.9330329915368074
cell_232,1.0,0.9330329915368074
cell_233,1.0,0.9330329915368074
cell_234,1.0,0.9330329915368074
cell_235,2.0,0.8705505632961241
cell_236,2.0,0.8705505632961241
cell_237,1.0,0.9330329915368074
cell_238,1.0,0.9330329915368074
cell_239,1.0,0.9330329915368074
cell_240,1.0,0.9330329915368074
cell_241,2.0,0.8705505632961241
cell_242,1.0,0.9330329915368074
cell_243,1.0,0.9330329915368074
cell_244,2.0,0.8705505632961241
cell_245,2.0,0.8705505632961241
cell_246,1.0,0.9330329915368074
cell_247,1.0,0.9330329915368074
cell_248,1.0,0.9330329915368074
cell_249,1.0,0.9330329915368074
cell_250,1.0,0.9330329915368074
cell_251,1.0,0.9330329915368074
cell_252,1.0,0.9330329915368074
cell_253,1.0,0.9330329915368074
cell_254,1.0,0.9330329915368074
cell_255,2.0,0.8705505632961241
cell_256,1.0,0.9330329915368074
cell_257,1.0,0.9330329915368074
cell_258,1.0,0.9330329915368074
cell_259,1.0,0.9330329915368074
cell_260,2.0,0.8705505632961241
cell_261,1.0,0.9330329915368074
cell_262,1.0,0.9330329915368074
cell_263,1.0,0.9330329915368074
cell_264,1.0,0.9330329915368074
cell_265,1.0,0.9330329915368074
cell_266,1.0,0.9330329915368074
cell_267,2.0,0.8705505632961241
cell_268,1.0,0.9330329915368074
cell_269,1.0,0.9330329915368074
cell_270,2.0,0.8705505632961241
cell_271,1.0,0.9330329915368074
cell_272,2.0,0.8705505632961241
cell_273,1.0,0.9330329915368074
cell_274,2.0,0.8705505632961241
cell_275,1.0,0.9330329915368074
cell_276,1.0,0.9330329915368074
cell_277,1.0,0.9330329915368074
cell_278,1.0,0.9330329915368074
cell_279,1.0,0.9330329915368074
cell_280,2.0,0.8705505632961241
cell_281,1.0,0.9330329915368074
cell_282,2.0,0.8705505632961241
cell_283,1.0,0.9330329915368074
cell_284,1.0,0.9330329915368074
cell_285,1.0,0.9330329915368074
cell_286,1.0,0.9330329915368074
cell_287,1.0,0.9330329915368074
cell_288,1.0,0.9330329915368074
cell_289,1.0,0.9330329915368074
cell_290,2.0,0.8705505632961241
cell_291,1.0,0.9330329915368074
cell_292,1.0,0.9330329915368074
cell_293,1.0,0.9330329915368074
cell_294,1.0,0.9330329915368074
cell_295,2.0,0.8705505632961241
cell_296,1.0,0.9330329915368074
cell_297,1.0,0.9330329915368074
cell_298,1.0,0.9330329915368074
cell_299,1.0,0.9330329915368074
cell_300,2.0,0.8705505632961241
cell_301,1.0,0.9330329915368074
cell_302,1.0,0.9330329915368074
cell_303,1.0,0.9330329915368074
cell_304,2.0,0.8705505632961241
cell_305,2.0,0.8705505632961241
cell_306,1.0,0.9330329915368074
cell_307,1.0,0.9330329915368074
cell_308,1.0,0.9330329915368074
cell_309,1.0,0.9330329915368074
cell_310,1.0,0.9330329915368074
cell_311,1.0,0.9330329915368074
cell_312,2.0,0.8705505632961241
cell_313,2.0,0.8705505632961241
cell_314,2.0,0.8705505632961241
cell_315,1.0,0.9330329915368074
cell_316,1.0,0.9330329915368074
cell_317,1.0,0.9330329915368074
cell_318,1.0,0.9330329915368074
cell_319,2.0,0.8705505632961241
cell_320,1.0,0.9330329915368074
cell_321,2.0,0.8705505632961241
cell_322,1.0,0.9330329915368074
cell_323,1.0,0.9330329915368074
cell_324,2.0,0.8705505632961241
cell_325,1.0,0.9330329915368074
cell_326,0.0,1.0
cell_327,1.0,0.9330329915368074
cell_328,1.0,0.9330329915368074
cell_329,1.0,0.9330329915368074
cell_330,0.0,1.0
cell_331,2.0,0.8705505632961241
cell_332,1.0,0.9330329915368074
cell_333,1.0,0.9330329915368074
cell_334,1.0,0.9330329915368074
cell_335,1.0,0.9330329915368074
cell_336,1.0,0.9330329915368074
cell_337,1.0,0.9330329915368074
cell_338,1.0,0.9330329915368074
cell_339,1.0,0.9330329915368074
cell_340,1.0,0.9330329915368074
cell_341,1.0,0.9330329915368074
cell_342,1.0,0.9330329915368074
cell_343,1.0,0.9330329915368074
cell_344,1.0,0.9330329915368074
cell_345,2.0,0.8705505632961241
cell_346,1.0,0.9330329915368074
cell_347,1.0,0.9330329915368074
cell_348,1.0,0.9330329915368074
cell_349,1.0,0.9330329915368074
cell_350,1.0,0.9330329915368074
cell_351,1.0,0.9330329915368074
cell_352,1.0,0.9330329915368074
cell_353,1.0,0.9330329915368074
cell_354,1.0,0.9330329915368074
cell_355,2.0,0.8705505632961241
cell_356,2.0,0.8705505632961241
cell_357,2.0,0.8705505632961241
cell_358,1.0,0.9330329915368074
cell_359,2.0,0.8705505632961241
cell_360,1.0,0.9330329915368074
cell_361,1.0,0.9330329915368074
cell_362,1.0,0.9330329915368074
cell_363,1.0,0.9330329915368074
cell_364,2.0,0.8705505632961241
cell_365,2.0,0.8705505632961241
cell_366,1.0,0.9330329915368074
cell_367,1.0,0.9330329915368074
cell_368,1.0,0.9330329915368074
cell_369,1.0,0.9330329915368074
cell_370,1.0,0.9330329915368074
cell_371,1.0,0.9330329915368074
cell_372,1.0,0.9330329915368074
cell_373,1.0,0.9330329915368074
cell_374,1.0,0.9330329915368074
cell_375,1.0,0.9330329915368074
cell_376,1.0,0.9330329915368074
cell_377,1.0,0.9330329915368074
cell_378,2.0,0.8705505632961241
cell_379,1.0,0.9330329915368074
cell_380,2.0,0.8705505632961241
cell_381,1.0,0.9330329915368074
cell_382,1.0,0.9330329915368074
cell_383,1.0,0.9330329915368074
cell_384,1.0,0.9330329915368074
cell_385,1.0,0.9330329915368074
cell_386,1.0,0.9330329915368074
cell_387,2.0,0.8705505632961241
cell_388,1.0,0.9330329915368074
cell_389,1.0,0.9330329915368074
cell_390,1.0,0.9330329915368074
cell_391,1.0,0.9330329915368074
cell_392,1.0,0.9330329915368074
cell_393,1.0,0.9330329915368074
cell_394,1.0,0.9330329915368074
cell_395,1.0,0.9330329915368074
cell_396,1.0,0.9330329915368074
cell_397,2.0,0.8705505632961241
cell_398,1.0,0.9330329915368074
cell_399,1.0,0.9330329915368074
cell_400,2.0,0.8705505632961241
cell_401,2.0,0.8705505632961241
cell_402,1.0,0.9330329915368074
cell_403,2.0,0.8705505632961241
cell_404,1.0,0.9330329915368074
cell_405,1.0,0.9330329915368074
cell_406,1.0,0.9330329915368074
cell_407,1.0,0.9330329915368074
cell_408,1.0,0.9330329915368074
cell_409,1.0,0.9330329915368074
cell_410,2.0,0.8705505632961241
cell_411,1.0,0.9330329915368074
cell_412,1.0,0.9330329915368074
cell_413,1.0,0.9330329915368074
cell_414,0.0,1.0
cell_415,2.0,0.8705505632961241
cell_416,2.0,0.8705505632961241
cell_417,1.0,0.9330329915368074
cell_418,1.0,0.9330329915368074
cell_419,1.0,0.9330329915368074
cell_420,1.0,0.9330329915368074
cell_421,0.0,1.0
cell_422,1.0,0.9330329915368074
cell_423,2.0,0.8705505632961241
cell_424,1.0,0.9330329915368074
cell_425,1.0,0.9330329915368074
cell_426,1.0,0.9330329915368074
cell_427,1.0,0.9330329915368074
cell_428,1.0,0.9330329915368074
cell_429,1.0,0.9330329915368074
cell_430,2.0,0.8705505632961241
cell_431,2.0,0.8705505632961241
cell_432,1.0,0.9330329915368074
cell_433,2.0,0.8705505632961241
cell_434,2.0,0.8705505632961241
cell_435,1.0,0.9330329915368074
cell_436,0.0,1.0
cell_437,1.0,0.9330329915368074
cell_438,1.0,0.9330329915368074
cell_439,1.0,0.9330329915368074
cell_440,1.0,0.9330329915368074
cell_441,1.0,0.9330329915368074
cell_442,1.0,0.9330329915368074
cell_443,1.0,0.9330329915368074
cell_444,1.0,0.9330329915368074
cell_445,2.0,0.8705505632961241
cell_446,1.0,0.9330329915368074
cell_447,1.0,0.9330329915368074
cell_448,1.0,0.9330329915368074
cell_449,1.0,0.9330329915368074
cell_450,1.0,0.9330329915368074
cell_451,1.0,0.9330329915368074
cell_452,1.0,0.9330329915368074
cell_453,1.0,0.9330329915368074
cell_454,1.0,0.9330329915368074
cell_455,1.0,0.9330329915368074
cell_456,1.0,0.9330329915368074
cell_457,1.0,0.9330329915368074
cell_458,1.0,0.9330329915368074
cell_459,1.0,0.9330329915368074
cell_460,1.0,0.9330329915368074
cell_461,2.0,0.8705505632961241
cell_462,2.0,0.8705505632961241
cell_463,1.0,0.9330329915368074
cell_464,1.0,0.9330329915368074
cell_465,1.0,0.9330329915368074
cell_466,2.0,0.8705505632961241
cell_467,1.0,0.9330329915368074
cell_468,1.0,0.9330329915368074
cell_469,1.0,0.9330329915368074
cell_470,2.0,0.8705505632961241
cell_471,1.0,0.9330329915368074
cell_472,0.0,0.9330329915368074
cell_473,2.0,0.8705505632961241
cell_474,1.0,0.9330329915368074
cell_475,1.0,0.9330329915368074
cell_476,1.0,0.9330329915368074
cell_477,1.0,0.9330329915368074
cell_478,1.0,0.9330329915368074
cell_479,1.0,0.9330329915368074
cell_480,1.0,0.9330329915368074
cell_481,2.0,0.8705505632961241
cell_482,1.0,0.9330329915368074
cell_483,1.0,0.9330329915368074
cell_484,2.0,0.8705505632961241
cell_485,2.0,0.8705505632961241
cell_486,0.0,1.0
cell_487,1.0,0.9330329915368074
cell_488,2.0,0.8705505632961241
cell_489,1.0,0.9330329915368074
cell_490,2.0,0.8705505632961241
cell_491,1.0,0.9330329915368074
cell_492,2.0,0.8705505632961241
cell_493,1.0,0.9330329915368074
cell_494,1.0,0.9330329915368074
cell_495,1.0,0.9330329915368074
cell_496,1.0,0.9330329915368074
cell_497,1.0,0.9330329915368074
cell_498,2.0,0.8705505632961241
cell_499,2.0,0.8705505632961241
cell_500,1.0,0.9330329915368074
cell_501,2.0,0.8705505632961241
cell_502,1.0,0.9330329915368074
cell_503,1.0,0.9330329915368074
cell_504,1.0,0.9330329915368074
cell_505,1.0,0.9330329915368074
cell_506,1.0,0.9330329915368074
cell_507,2.0,0.8705505632961241
cell_508,1.0,0.9330329915368074
cell_509,1.0,0.9330329915368074
cell_510,1.0,0.9330329915368074
cell_511,2.0,0.8705505632961241
cell_512,1.0,0.9330329915368074
cell_513,1.0,0.9330329915368074
cell_514,1.0,0.9330329915368074
cell_515,1.0,0.9330329915368074
cell_516,1.0,0.9330329915368074
cell_517,1.0,0.9330329915368074
cell_518,1.0,0.9330329915368074
cell_519,2.0,0.8705505632961241
cell_520,1.0,0.9330329915368074
cell_521,1.0,0.9330329915368074
cell_522,1.0,0.9330329915368074
cell_523,1.0,0.9330329915368074
cell_524,1.0,0.9330329915368074
cell_525,1.0,0.9330329915368074
cell_526,1.0,0.9330329915368074
cell_527,1.0,0.9330329915368074
cell_528,1.0,0.9330329915368074
cell_529,1.0,0.9330329915368074
cell_530,2.0,0.8705505632961241
cell_531,2.0,0.8705505632961241
cell_532,1.0,0.9330329915368074
cell_533,1.0,0.9330329915368074
cell_534,1.0,0.9330329915368074
cell_535,1.0,0.9330329915368074
cell_536,1.0,0.9330329915368074
cell_537,1.0,0.9330329915368074
cell_538,1.0,0.9330329915368074
cell_539,1.0,0.9330329915368074
cell_540,1.0,0.9330329915368074
cell_541,2.0,0.8705505632961241
cell_542,1.0,0.9330329915368074
cell_543,1.0,0.9330329915368074
cell_544,1.0,0.9330329915368074
cell_545,1.0,0.9330329915368074
cell_546,1.0,0.9330329915368074
cell_547,1.0,0.9330329915368074
cell_548,1.0,0.9330329915368074
cell_549,1.0,0.9330329915368074
cell_550,1.0,0.9330329915368074
cell_551,1.0,0.9330329915368074
cell_552,1.0,0.9330329915368074
cell_553,1.0,0.9330329915368074
cell_554,1.0,0.9330329915368074
cell_555,1.0,0.9330329915368074
cell_556,1.0,0.9330329915368074
cell_557,1.0,0.9330329915368074
cell_558,1.0,0.9330329915368074
cell_559,1.0,0.9330329915368074
cell_560,1.0,0.9330329915368074
cell_561,1.0,0.9330329915368074
cell_562,1.0,0.9330329915368074
cell_563,1.0,0.9330329915368074
cell_564,2.0,0.8705505632961241
cell_565,2.0,0.8705505632961241
cell_566,1.0,0.9330329915368074
cell_567,1.0,0.9330329915368074
cell_568,1.0,0.9330329915368074
cell_569,1.0,0.9330329915368074
cell_570,2.0,0.8705505632961241
cell_571,1.0,0.9330329915368074
cell_572,1.0,0.9330329915368074
cell_573,1.0,0.9330329915368074
cell_574,1.0,0.9330329915368074
cell_575,1.0,0.9330329915368074
cell_576,1.0,0.9330329915368074
cell_577,1.0,0.9330329915368074
cell_578,1.0,0.9330329915368074
cell_579,1.0,0.9330329915368074
cell_580,2.0,0.8705505632961241
cell_581,1.0,0.9330329915368074
cell_582,1.0,0.9330329915368074
cell_583,1.0,0.9330329915368074
cell_584,2.0,0.8705505632961241
cell_585,1.0,0.9330329915368074
cell_586,2.0,0.8705505632961241
cell_587,1.0,0.9330329915368074
cell_588,1.0,0.9330329915368074
cell_589,1.0,0.9330329915368074
cell_590,1.0,0.9330329915368074
cell_591,1.0,0.9330329915368074
cell_592,1.0,0.9330329915368074
cell_593,2.0,0.8705505632961241
cell_594,1.0,0.9330329915368074
cell_595,1.0,0.9330329915368074
cell_596,1.0,0.9330329915368074
cell_597,2.0,0.8705505632961241
cell_598,1.0,0.9330329915368074
cell_599,1.0,0.9330329915368074
cell_600,1.0,0.9330329915368074
cell_601,0.0,1.0
cell_602,1.0,0.9330329915368074
cell_603,2.0,0.8705505632961241
cell_604,1.0,0.9330329915368074
cell_605,1.0,0.9330329915368074
cell_606,2.0,0.8705505632961241
cell_607,1.0,0.9330329915368074
cell_608,1.0,0.9330329915368074
cell_609,1.0,0.9330329915368074
cell_610,1.0,0.9330329915368074
cell_611,1.0,0.9330329915368074
cell_612,1.0,0.9330329915368074
cell_613,2.0,0.8705505632961241
cell_614,1.0,0.9330329915368074
cell_615,2.0,0.8705505632961241
cell_616,1.0,0.9330329915368074
cell_617,1.0,0.9330329915368074
cell_618,1.0,0.9330329915368074
cell_619,2.0,0.8705505632961241
cell_620,1.0,0.9330329915368074
cell_621,1.0,0.9330329915368074
cell_622,2.0,0.8705505632961241
cell_623,2.0,0.8705505632961241
cell_624,1.0,0.9330329915368074
cell_625,1.0,0.9330329915368074
cell_626,1.0,0.9330329915368074
cell_627,1.0,0.9330329915368074
cell_628,1.0,0.9330329915368074
cell_629,1.0,0.9330329915368074
cell_630,1.0,0.9330329915368074
cell_631,0.0,1.0
cell_632,2.0,0.8705505632961241
cell_633,1.0,0.9330329915368074
cell_634,1.0,0.9330329915368074
cell_635,1.0,0.9330329915368074
cell_636,1.0,0.9330329915368074
cell_637,1.0,0.9330329915368074
cell_638,1.0,0.9330329915368074
cell_639,1.0,0.9330329915368074
cell_640,1.0,0.9330329915368074
cell_641,2.0,0.8705505632961241
cell_642,1.0,0.9330329915368074
cell_643,1.0,0.9330329915368074
cell_644,1.0,0.9330329915368074
cell_645,1.0,0.9330329915368074
cell_646,1.0,0.9330329915368074
cell_647,1.0,0.9330329915368074
cell_648,1.0,0.9330329915368074
cell_649,1.0,0.9330329915368074
cell_650,1.0,0.9330329915368074
cell_651,2.0,0.8705505632961241
cell_652,1.0,0.9330329915368074
cell_653,1.0,0.9330329915368074
cell_654,1.0,0.9330329915368074
cell_655,1.0,0.9330329915368074
cell_656,1.0,0.9330329915368074
cell_657,1.0,0.9330329915368074
cell_658,1.0,0.9330329915368074
cell_659,1.0,0.9330329915368074
cell_660,1.0,0.9330329915368074
cell_661,1.0,0.9330329915368074
cell_662,1.0,0.9330329915368074
cell_663,1.0,0.9330329915368074
cell_664,1.0,0.9330329915368074
cell_665,1.0,0.9330329915368074
cell_666,2.0,0.8705505632961241
cell_667,1.0,0.9330329915368074
cell_668,2.0,0.8705505632961241
cell_669,1.0,0.9330329915368074
cell_670,1.0,0.9330329915368074
cell_671,1.0,0.9330329915368074
cell_672,1.0,0.9330329915368074
cell_673,1.0,0.9330329915368074
cell_674,1.0,0.9330329915368074
cell_675,1.0,0.9330329915368074
cell_676,1.0,0.9330329915368074
cell_677,1.0,0.9330329915368074
cell_678,1.0,0.9330329915368074
cell_679,1.0,0.9330329915368074
cell_680,2.0,0.8705505632961241
cell_681,1.0,0.9330329915368074
cell_682,1.0,0.9330329915368074
cell_683,1.0,0.9330329915368074
cell_684,2.0,0.8705505632961241
cell_685,1.0,0.9330329915368074
cell_686,1.0,0.9330329915368074
cell_687,1.0,0.9330329915368074
cell_688,1.0,0.9330329915368074
cell_689,1.0,0.9330329915368074
cell_690,1.0,0.9330329915368074
cell_691,1.0,0.9330329915368074
cell_692,1.0,0.9330329915368074
cell_693,1.0,0.9330329915368074
cell_694,1.0,0.9330329915368074
cell_695,1.0,0.9330329915368074
cell_696,1.0,0.9330329915368074
cell_697,1.0,0.9330329915368074
cell_698,1.0,0.9330329915368074
cell_699,1.0,0.9330329915368074
cell_700,1.0,0.9330329915368074
cell_701,1.0,0.9330329915368074
cell_702,1.0,0.9330329915368074
cell_703,2.0,0.8705505632961241
cell_704,1.0,0.9330329915368074
cell_705,1.0,0.9330329915368074
cell_706,1.0,0.9330329915368074
cell_707,1.0,0.9330329915368074
cell_708,1.0,0.9330329915368074
cell_709,1.0,0.9330329915368074
cell_710,1.0,0.9330329915368074
cell_711,1.0,0.9330329915368074
cell_712,2.0,0.8705505632961241
cell_713,1.0,0.9330329915368074
cell_714,1.0,0.9330329915368074
cell_715,1.0,0.9330329915368074
cell_716,1.0,0.9330329915368074
cell_717,1.0,0.9330329915368074
cell_718,2.0,0.8705505632961241
cell_719,1.0,0.9330329915368074
cell_720,1.0,0.9330329915368074
cell_721,1.0,0.9330329915368074
cell_722,2.0,0.8705505632961241
cell_723,1.0,0.9330329915368074
cell_724,1.0,0.9330329915368074
cell_725,1.0,0.9330329915368074
cell_726,1.0,0.9330329915368074
cell_727,1.0,0.9330329915368074
cell_728,2.0,0.8705505632961241
cell_729,2.0,0.8705505632961241
cell_730,1.0,0.9330329915368074
cell_731,1.0,0.9330329915368074
cell_732,1.0,0.9330329915368074
cell_733,1.0,0.9330329915368074
cell_734,1.0,0.9330329915368074
cell_735,1.0,0.9330329915368074
cell_736,1.0,0.9330329915368074
cell_737,1.0,0.9330329915368074
cell_738,1.0,0.9330329915368074
cell_739,1.0,0.9330329915368074
cell_740,1.0,0.9330329915368074
cell_741,1.0,0.9330329915368074
cell_742,1.0,0.9330329915368074
cell_743,1.0,0.9330329915368074
cell_744,1.0,0.9330329915368074
cell_745,1.0,0.9330329915368074
cell_746,1.0,0.9330329915368074
cell_747,1.0,0.9330329915368074
cell_748,1.0,0.9330329915368074
cell_749,1.0,0.9330329915368074
cell_750,2.0,0.8705505632961241
cell_751,1.0,0.9330329915368074
cell_752,2.0,0.8705505632961241
cell_753,1.0,0.9330329915368074
cell_754,1.0,0.9330329915368074
cell_755,1.0,0.9330329915368074
cell_756,1.0,0.9330329915368074
cell_757,1.0,0.9330329915368074
cell_758,1.0,0.9330329915368074
cell_759,1.0,0.9330329915368074
cell_760,1.0,0.9330329915368074
cell_761,1.0,0.9330329915368074
cell_762,1.0,0.9330329915368074
cell_763,2.0,0.8705505632961241
cell_764,1.0,0.9330329915368074
cell_765,1.0,0.9330329915368074
cell_766,1.0,0.9330329915368074
cell_767,1.0,0.9330329915368074
cell_768,2.0,0.8705505632961241
cell_769,2.0,0.8705505632961241
cell_770,2.0,0.8705505632961241
cell_771,1.0,0.9330329915368074
cell_772,1.0,0.9330329915368074
cell_773,1.0,0.9330329915368074
cell_774,1.0,0.9330329915368074
cell_775,1.0,0.9330329915368074
cell_776,1.0,0.9330329915368074
cell_777,1.0,0.9330329915368074
cell_778,1.0,0.9330329915368074
